지식기술번호,지식기술명
1846,"증강현실 콘텐츠 이용자에게 몰입감을 제공하기 위해 실제 물리적 공간 또는 물리적 공간내의 객체를 인식하고 그 위에 가상의 2Dㆍ3D 이미지, 영상의 합성을 통해 3차원 공간에 가상물체가 이질감 없이 부드럽게 일치하도록 정합하는 능력"
1847,"증강현실 콘텐츠에서 주로 활용되는 마커, 이미지, 제스쳐 인식 방법과 이를 구현하기 위한 다양한 라이브러리와 개발 방법에 대해서 이해하고 기능별 구현 기술을 습득"
1848,증강현실 콘텐츠에서 제공할 수 있는 다양한 기능과 관련 서비스 구축 사례에 대해서 이해하고 관련 기술을 습득
1849,"증강현실 오브젝트, 그래픽 및 인식 정합 기술을 활용하여 증강현실 콘텐츠를 프로그래밍 할 수 있는 기술"
1850,"가상현실의 객제, 배경, 이벤트 등 전반적인 콘텐츠를 설계, 프로그래밍하고 외부 API와 네트워크, 데이터 연동 및 멀티플랫폼으로 확장하여 가상현실 콘텐츠를 구현하는 능력"
1851,"가상현실 사용자 경험을 제공하는 콘텐츠를 제작하는데 필요한 알고리즘을 개발하고, 사용자와 상호작용할 수 있는 시청각 요소 처리와 인공지능을 구현하며, 이러한 요소들이 최종 플랫폼에서 기획에 맞는 UX를 제공할 수 있도록 각 요소들을 종합하여 프로그래밍으로 구현하는 능력"
1852,"증강현실 콘텐츠, 공간 정보 및 관계 데이터를 저장 및 관리할 수 있도록 데이터베이스 구축 및 시스템 설계, 운영할 수 있는 지식"
1853,"증강현실 콘텐츠의 내부에서 관리하는 데이터와 외부에서 주고 받는 데이터를 구분 정의하고, 해당 데이터의 흐름을 지원하기 위한 다양한 API와 프로토콜을 이해하고 구현하는 기술을 습득"
1854,"콘텐츠의 특성을 파악하여 데이터베이스 구축, 데이터베이스 인터페이스 관리, 오브젝트 데이터 관리를 수행하는 능력"
1855,네트워크 모듈개발 또는 엔진을 활용한 네트워크 기반 증강현실 프로그램 개발 및 서버 구축을 할 수 있는 기술
1856,증강현실 콘텐츠 전송 네트워크 서비스를 제공하기 위하여 서비스 시스템을 구성하고 일반적인 네트워크 프로그래밍·네트워크 서버엔진을 활용한 증강현실에 사용되는 네트워크 시스템을 구축 하는 능력
1857,"네트워크를 통한 가상현실 콘텐츠 제작을 위한 통신 모듈을 개발하고, 서버-클라이언트 시스템을 구축할 수 있는 기술"
1858,포톤을 비롯하여 가상현실 콘텐츠에서 주로 활용되는 네트워크 기능 구현 방법에 대해서 습득
1859,네트워크 모듈개발 또는 엔진을 활용한 네트워크 기반 증강현실 프로그램 개발 및 서버 구축을 할 수 있는 기술
1860,증강현실 콘텐츠 전송 네트워크 서비스를 제공하기 위하여 서비스 시스템을 구성하고 일반적인 네트워크 프로그래밍·네트워크 서버엔진을 활용한 증강현실에 사용되는 네트워크 시스템을 구축 하는 능력
1861,"ARVR 기반의 다중사용자 접속 기반 서비스를 구축하기 위하여 가상 공간에 2명 이상의 사용자가 접속하여 존재하고 공유할 수 있는 네트워크 기능에 대한 이해와 기술을 습득함 (예, 포톤 클라우드)"
1862,"가상현실 사용자 경험을 제공하는 콘텐츠를 제작하는데 필요한 알고리즘을 개발하고, 사용자와 상호작용할 수 있는 시청각 요소 처리와 인공지능을 구현하며, 이러한 요소들이 최종 플랫폼에서 기획에 맞는 UX를 제공할 수 있도록 각 요소들을 종합하여 프로그래밍으로 구현하는 능력"
1863,가상현실 시스템 개발에 필요한 개발 SDK 및 API 활용 능력
1864,"네트워크를 통한 가상현실 콘텐츠 제작을 위한 통신 모듈을 개발하고, 서버-클라이언트 시스템을 구축할 수 있는 기술"
1865,포톤을 비롯하여 가상현실 콘텐츠에서 주로 활용되는 네트워크 기능 구현 방법에 대해서 습득
1866,"ARVR 기반의 다중사용자 접속 기반 서비스를 구축하기 위하여 가상 공간에 2명 이상의 사용자가 이동하거나, 가상 객체를 조작하는 것과 같은 이벤트 정보를 동기화 할 수 있는 네트워크 기능에 대한 이해와 기술을 습득"
1867,MR 기반의 다중사용자간에 공간을 공유하기 위하여 공간을 인식하고 앵커를 생성하는 기술에 대해서 습득
1868,"MR 기반의 다중사용자간에 공간을 공유하기 위하여 생성된 앵커를 사용자간에 공유하기 위한 방법과, 위치를 정합하기 위한 기술에 대해서 습득함"
1869,VR 기반의 가상공간에서 다중사용자간 아바타가 음성을 상호 공유하고 대화할 수 있는 기능을 개발
1870,"VR 기반의 가상공간에서 다중사용자간 아바타가 이미지, 문서, 동영상 데이터를 상호 공유하고 동기화하여 표시할 수 있는 기능을 개발"
1871,"VR 기반의 가상공간에서 다중사용자간 아바타가 표시되고, 서로의 위치 및 동작이 동기화되어 표시되며, 아바타 간의 혹은 아바타와 가상의 객체간의 인터랙션 할 수 있는 기능을 개발"
1872,"제품시장 동향 조사와 기술 개발 동향 검토를 통해 내부개발 능력을 평가하고, 제품개발 타당성을 검토하여 제품개발 로드맵을 작성"
1873,"요구사항에 따른 적합한 디스플레이 패널, 스피커, 컨트롤 모듈을 검토하고 조합하여 디스플레이 제품을 설계할 수 있는 지식"
1874,디스플레이 응용기기에 적합한 설계사양과 개발방법을 결정하여 디스플레이 패널 레이아웃 및 최적화된 기구물을 설계하는 능력
1875,"박막트랜지스터 구조와 소자구조, 집적공정, 소자 측정과 분석, 소자특성을 개발"
1876,"디스플레이의 품질을 결정하는데 있어서 공통적인 박막 트랜지스터의 구조와 디스플레이 종류별 단위 구조 개발을 위하여 소자 구조, 집적 공정, 소자 측정과 분석기술, 소자 특성을 개발하는 능력"
1877,"디스플레이 소자 개발을 위하여 단위소자 특성을 측정, 분석, 모델링, 시뮬레이션 할 수 있는 기술"
1878,"비발광 방식인 박막 트랜지스터 액정표시장치에 광을 안정적으로 공급하기 위해 광원, 확산판, 도광판 개발을 통해 균일하게 빛을 방출하는 부품을 개발하는 능력"
1879,"박막 트랜지스터 액정표시장치에 광을 안정적으로 공급하기 위해 광원, 확산판, 도광판 개발을 통해 균일하게 빛을 방출하는 부품을 개발"
1880,"디스플레이 백라이트에 대한 지식 및 백라이트 유닛(광원, 도광판, 확산판) 개발 기술 활용"
1881,"컬러필터 공정, 광배향 공정, 액정셀 공정을 개발"
1882,"LCD 제작공정에 대한 지식 및 LCD 셀 공정(컬러필터, 광배향, 액정셀) 기술 활용 "
1883,"스퍼터링 공정, 화학기상증착 공정, 증발 공정, 결정화 공정 이온 주입공정을 개발"
1884,"디스플레이 박막 공정(스퍼터링, 화학기상 증착, 결정화, 이온 주입) 개발 기술 활용"
1885,"세정 공정, 포토 공정, 건식 식각 공정, 습식 식각 공정, 프린팅 공정을 개발"
1886,"디스플레이 패터닝 공정(세정, 포토, 건식 식각, 습식 식각) 장비 결정 및 최적화 공정 규격 개발 기술 활용"
1887,"증발 공정, 봉지 공정, 잉크젯 프린팅 공정, LLO공정을 개발"
1888,"OLED 제작공정에 대한 지식 및 OLED 셀 공정(증발, 봉지, 잉크젯 프린팅, LLO)기술 활용"
1889,"신호, 영상 데이터에 포함된 다양한 데이터의 종류 및 패턴에 대한 분석 기능에 대해서 실제의 다양한 신호/영상 데이터 입력을 통해서 분석이 제대로 이루어지는지 검증하는 SW를 설계하고 개발"
1890,인지 디바이스 소프트웨어와 하드웨어간의 정합성에 대해서 다양한 환경에서의 테스트 수행 방안 수립
1891,작성한 펌웨어를 다양한 경우의 수에 대하여 잠재적 결함을 식별하는 능력
1892,"실감형통신서비스의 품질관리 유지를 위해 품질관리 계획, 품질 점검, 품질 시험, 품질 개선을 수행하는 능력"
1893,"지능형 영상 정보처리시스템 설계를 위하여, 수요자의 요구를 시스템 관점에서 해석하여 필요 기능과 구현 가능한 사양을 결정하고 설계된 내용을 검증"
1894,"시장과 고객의 요구를 충족하기 위하여 제품시장 동향 조사와 기술 개발 동향 검토를 통해 내부개발 능력을 평가하고, 제품개발 타당성을 검토하여 제품개발 로드맵을 작성"
1895,지능형 영상 정보처리 시스템 개발에 필요한 알고리즘 및 모듈을 설계하고 성능을 검증할 수 있는 지식
1896,지능형 영상 정보처리 알고리즘에 대한 인증을 위해 영상정보관제시스템과 연동을 위한 인터페이스와 알고리즘을 개발하는 능력
1897,신호 데이터를 분석하고 사용자가 지정한 패턴이나 필요한 정보에 대한 수집이 가능한 SW를 설계하고 개발
1898,인지 디바이스에 대한 다양한 통신 방법과 사용에 대한 UI/UX 방안에 대해서 설계하고 이를 구현할 수 있는 방안에 대해서 준비를 수행
1899,"소프트웨어 모듈을 분석함으로써 모듈들 간의 데이터 인터페이스를 확인하고, 인터페이스 기능을 구현하고 검증할 수 있는 지식"
1900,"가상현실 콘텐츠 콘셉트 기획안에 따라 UI/UX 환경을 제안하고, 제안된 UI/UX 환경에 적합한 사용자 인터페이스(UI)구조를 설계하는 능력"
1901,가상현실 시스템 개발에 필요한 개발 SDK 및 API 활용 능력
1902,"기획된 콘텐츠에서 사용되는 사용자 인터페이스, 인공지능 알고리즘 개발 및 시나리오에 따른 응용 프로세스를 개발 할 수 있는 기술"
1903,"모듈별 연계 검증 SW를 활용하여 직접적, 간접적으로 데이터 연계를 검증할 수 있는 연계 테스트 환경을 구축하고 테스트를 수행할 수 있는 테스트 소프트웨어 개발 기술"
1904,개발된 제품의 판매를 위해 신뢰성을 평가하고 제품 공인 인증과 제품 수요처의 인증을 획득
1905,"서비스 이용자가 언제 어디서나 편리하게 모든 종류의 단말기를 통하여 서비스를 받을 수 있도록 단말기 개통관리, 단말기 개통작업, 단말기 개통확인, 단말기 품질관리를 수행하는 능력"
1906,"지능형 영상 정보처리시스템 설계를 위하여, 수요자의 요구를 시스템 관점에서 해석하여 필요 기능과 구현 가능한 사양을 결정하고 설계된 내용을 검증"
1907,디스플레이 제품개발을 위하여 제품의 시장 및 기술 동향을 파악하고 제품 개발 타당성을 분석할 수 있는 지식
1908,"시장과 고객의 요구를 충족하기 위하여 제품시장 동향 조사와 기술 개발 동향 검토를 통해 내부개발 능력을 평가하고, 제품개발 타당성을 검토하여 제품개발 로드맵을 작성"
1909,"요구사항에 따른 적합한 디스플레이 패널, 스피커, 컨트롤 모듈을 검토하고 조합하여 디스플레이 제품을 설계할 수 있는 지식"
1910,디스플레이 응용기기에 적합한 설계사양과 개발방법을 결정하여 디스플레이 패널 레이아웃 및 최적화된 기구물을 설계하는 능력
1911,지능형 영상 정보처리 시스템 개발에 필요한 알고리즘 및 모듈을 설계하고 성능을 검증할 수 있는 지식
1912,신호 데이터를 분석하고 사용자가 지정한 패턴이나 필요한 정보에 대한 수집이 가능한 SW를 설계하고 개발
1913,"신호, 영상 데이터 가공 SW의 기능과 구성에 대한 분석 및 이를 토대로 다양한 신호, 영상 데이터 가공이 가능한 SW를 개발"
1914,실감 미디어 시스템 개발을 위한 하드웨어 및 소프트웨어를 설계하고 개발하고 통합시스탬을 개발할 수 있는 기술
1915,"소프트웨어 모듈을 분석함으로써 모듈들 간의 데이터 인터페이스를 확인하고, 인터페이스 기능을 구현하고 검증할 수 있는 지식"
1916,"이용자 환경과 하드웨어, 개발 소프트웨어를 목적에 맞게 사용하여 콘텐츠 발굴과 스토리보드 작성, 콘텐츠 개발을 하기 위한 증강현실 콘텐츠 전반의 과정에 대해 기획하는 능력"
1917,"가상현실/증강현실에 활용되는 영상 콘텐츠 개발을 위한 콘텐츠 개발(컨셉, 스토리텔링, 콘텐츠구현) 및 운영(인력구성, 개발계획)을 하기 위한 공정 개발 지식"
1918,"기획된 콘텐츠에서 사용되는 사용자 인터페이스, 인공지능 알고리즘 개발 및 시나리오에 따른 응용 프로세스를 개발 할 수 있는 기술"
1919,"신호, 영상 데이터에 포함된 다양한 데이터의 종류 및 패턴에 대한 분석 기능에 대해서 실제의 다양한 신호/영상 데이터 입력을 통해서 분석이 제대로 이루어지는지 검증하는 SW를 설계하고 개발"
